company_id,Registration Number,Full Name,Registration Date,State,Registered Address
C 107839,C 107839,E&C Access Limited,27-02-2024,Active,"['4', 'TRIQ A. DE SAAVEDRA', 'NAXXAR', 'NXR 2232', 'Malta']"
C 107840,C 107840,Lindenberg Leadership Consulting Ltd.,27-02-2024,Active,"['CENTRIS BUSINESS GATEWAY, LEVEL 4/W, TRIQ IS-SALIB TAL-IMRIEHEL, ZONE 3,', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 107841,C 107841,SAMARIA GROUP HOLDING Ltd.,27-02-2024,Active,"['FLT 3 BLK 4 SUNSET DEW', ""TRIQ IS- SAJF TA' SAN MARTIN (IL-BAHRIJA)"", 'BAHRIJA', 'RBT 6013', 'Malta']"
C 107842,C 107842,Leev Holding Limited,27-02-2024,Active,"['85', 'TRIQ SAN GWANN', 'VALLETTA', 'VLT 1165', 'Malta']"
C 107843,C 107843,AED Global Holdings Limited,13-02-2024,Active,"['93 ZONE 5 CENTRAL BUSINESS DISTRICT', 'TRIQ IL- MITHNA', 'QORMI', 'CBD 5090', 'Malta']"
C 107844,C 107844,DS Global Vision Holdings Limited,27-02-2024,Active,"['THE WATERCOURSE CENTRAL BUSINESS DISTRICT ZONE 2', 'Triq l- Imdina', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 107845,C 107845,STARKISS LIMITED,26-02-2024,Active,"['136', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1463', 'Malta']"
C 107846,C 107846,NCRF Real Estate Limited,27-02-2024,Active,"['17', 'TRIQ GHAR IL-LEMBI', 'SLIEMA', 'SLM 1562', 'Malta']"
C 107847,C 107847,Agromark Trading & Commodities Limited,13-02-2024,Active,"['PYKETREE BUSINESS CENTRE SUITE 3 ZONE 5 CENTRAL BUSINESS DISTRICT', 'INDUSTRY STREET', 'SANTA VENERA', 'CBD 5030', 'Malta']"
C 107848,C 107848,Vibesville Ltd.,26-02-2024,Active,"['LEVEL 3B CENTRIS BUSINESS GATEWAY II ZONE 3 CENTRAL BUSINESS DISTRCT', ""TRIQ IS- SALIB TA' L-IMRIEHEL"", 'Mriehel Industrial Zone', 'CBD 3020', 'Malta']"
C 107849,C 107849,Hulis Ventures Limited,22-02-2024,Active,"['35', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1434', 'Malta']"
C 107850,C 107850,Xciting Tech LIMITED,21-02-2024,Active,"['229', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1601', 'Malta']"
C 107851,C 107851,Merkle Tech Labs LTD.,27-02-2024,Active,"['NORTHLINK BUSINESS CENTRE LEVEL 2', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107852,C 107852,Eccleston Gaming Ltd.,27-02-2024,Active,"['LEVEL G (OFFICE 1/1120) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 107853,C 107853,Brand Boost Digital Ltd.,27-02-2024,Active,"['ROOM 4 OFFICE 18 BLOCK 19 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 107854,C 107854,RRR OPERATIONS LTD.,27-02-2024,Active,"['GARAGE G28 TAL-BARRANI INDUSTRIAL PARK', 'TRIQ IL- BELT VALLETTA', 'GHAXAQ', 'GXQ 2245', 'Malta']"
C 107855,C 107855,AVIOBLUE COMPANY LIMITED,28-02-2024,Active,"['AX GROUP. AX BUSINESS CENTRE', 'TRIQ ID- DIFIZA CIVILI', 'MOSTA', 'MST 1741', 'Malta']"
C 107856,C 107856,Arkat Investment Limited,27-02-2024,Active,"['PINTO BUSINESS CENTRE LEVEL 4', 'TRIQ IL- MITHNA', 'QORMI', 'QRM 3104', 'Malta']"
C 107857,C 107857,FS Tec Limited,23-02-2024,Active,"['47 OYIA BUILDING LEVEL 0', 'TRIQ IS- SALIB TAL-MARSA', 'MARSA', 'MRS 1574', 'Malta']"
C 107858,C 107858,Celebra Events Ltd.,23-02-2024,Active,"['3 KINGTON FLAT 3', 'TELGHET GWARDAMANGA', 'PIETA', 'PTA 1319', 'Malta']"
C 107859,C 107859,Delta Component Limited,30-01-2024,Active,"['93 ZONE 5 CENTRAL BUSINESS DISTRICT', 'TRIQ IL- MITHNA', 'QORMI', 'CBD 5090', 'Malta']"
C 107860,C 107860,DWYASH INVESTMENT LIMITED,28-02-2024,Active,"['143 DUPLEX I', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1604', 'Malta']"
C 107861,C 107861,DS Global Vision Limited,27-02-2024,Active,"['THE WATERCOURSE CENTRAL BUSINESS DISTRICT ZONE 2', 'Triq l- Imdina', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 107862,C 107862,AED Global Operations Limited,13-02-2024,Active,"['93 ZONE 5 CENTRAL BUSINESS DISTRICT', 'TRIQ IL- MITHNA', 'QORMI', 'CBD 5090', 'Malta']"
C 107863,C 107863,SKY Mobility (Malta) Ltd.,28-02-2024,Active,"['THE BROKERAGE LEVEL 3B', 'TRIQ SANTA MARTA', 'RABAT, GHAWDEX', 'VCT 2551', 'Malta']"
C 107864,C 107864,New Energy Horizon Holding Ltd.,28-02-2024,Active,"['47 OYIA BUSINESS CENTRE FLOOR 0', 'TRIQ IS- SALIB TAL-MARSA', 'MARSA', 'MRS 1547', 'Malta']"
C 107865,C 107865,Ballers Holdings Limited,28-02-2024,Active,"['LEVEL 3 (SUITE NO. 3194) TOWER BUSINESS CENTRE', 'TRIQ IT- TORRI, SWATAR', 'BIRKIRKARA', 'BKR 4013', 'Malta']"
C 107866,C 107866,Jummy Gaming Point Limited,28-02-2024,Active,"['THE CORE', ""TRIQ IL- WIED TA' L-IMSIDA"", 'MSIDA', 'MSD 9021', 'Malta']"
C 107867,C 107867,Global Sleep In Ltd.,28-02-2024,Active,"['16B IR-ROTA', 'TRIQ IL- WASLIET', 'SWIEQI', 'SWQ 3112', 'Malta']"
C 107868,C 107868,JonFar Properties Limited,28-02-2024,Active,"['FLAT 4 FJORD', 'TRIQ L- GHASIR', 'ZEBBUG', 'ZBG 1501', 'Malta']"
C 107869,C 107869,MZ Development Limited,28-02-2024,Active,"['FLAT 2 FJORD', 'TRIQ L- GHASIR', 'ZEBBUG', 'ZBG 1501', 'Malta']"
C 107870,C 107870,Encompass Trading Limited,28-02-2024,Active,"['22 FLOOR 1 ROOM 1', 'TRIQ LEWIS F. MIZZI', 'IKLIN', 'IKL 1061', 'Malta']"
C 107871,C 107871,Wayfinder Holding Limited,28-02-2024,Active,"['137 GROUND FLOOR LEVEL', 'TRIQ SPINOLA', 'Paceville', 'STJ 3011', 'Malta']"
C 107872,C 107872,Tallitz Holding Limited,28-02-2024,Active,"['98', 'TRIQ IL- KUNGRESS EWKARISTIKU', 'MOSTA', 'MST 9035', 'Malta']"
C 107873,C 107873,Kirmse Holding Ltd.,28-02-2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 107874,C 107874,Insefy Holding Ltd.,28-02-2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 107875,C 107875,MT ExpressMart Limited,28-02-2024,Active,"['FLAT 1 BOGNOR BEACH', 'TRIQ BUGIBBA', 'SAN PAWL IL-BAHAR', 'SPB 2760', 'Malta']"
C 107876,C 107876,PAMIR NAVIGATION LTD.,27-02-2024,Active,"['136', 'TRIQ SAN KRISTOFRU', 'VALLETTA', 'VLT 1463', 'Malta']"
C 107877,C 107877,GLOBALTRAVELBOOK LIMITED,13-02-2024,Active,"['21 FLAT 7', 'TRIQ IR- RIDOTT (BAHAR IC-CAGHAQ)', 'BAHAR IC-CAGHAQ', 'NXR 5172', 'Malta']"
C 107878,C 107878,MNAJDRA INSTITUTE LIMITED,28-02-2024,Active,"['20/4', 'TRIQ IT- TUNNARA (BAHAR IC-CAGHAQ)', 'BAHAR IC-CAGHAQ', 'NXR 5100', 'Malta']"
C 107879,C 107879,HOL Projects Ltd.,19-02-2024,Active,"['28B', 'TRIQ L- GHOLJIET', 'MELLIEHA', 'MLH 2104', 'Malta']"
C 107880,C 107880,Puka Ventures Ltd.,19-02-2024,Active,"['ANTJOS 29', 'TRIQ SANTA MARIJA', 'BALZAN', 'BZN 1211', 'Malta']"
C 107881,C 107881,Fisip Group Ltd.,6/2/2024,Active,"['LEVEL 3 OFFICE 2 56', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1606', 'Malta']"
C 107882,C 107882,Hexa Prop LTD.,1/3/2024,Active,"['ADD MALTA LEVEL 2 HARDROCKS BUSINESS PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107883,C 107883,Environmental & Social Research Solutions Limited,1/3/2024,Active,"['TRIDENT PARK NOTABILE GARDENS NO. 2 – LEVEL 3 MDINA ROAD ZONE 2', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 107884,C 107884,KIWI CLEANERS LIMITED,1/3/2024,Active,"['75 GHAJN RIHANA', 'TRIQ IL- HANNEWIJA', 'NAXXAR', 'NXR 1302', 'Malta']"
C 107885,C 107885,NIVIRON Limited,1/3/2024,Active,"['43', 'TRIQ WIED GHOMOR', 'SAN GILJAN', 'STJ 2046', 'Malta']"
C 107886,C 107886,Zallie Company Limited,1/3/2024,Active,"['67 SACRED HEART FLAT 1', 'TRIQ MANOEL DE VILHENA', 'GZIRA', 'GZR 1362', 'Malta']"
C 107887,C 107887,Bella Casa Limited,1/3/2024,Active,"['137 GROUND FLOOR LEVEL', 'TRIQ SPINOLA', 'Paceville', 'STJ 3011', 'Malta']"
C 107888,C 107888,PROBABLY AI LTD.,1/3/2024,Active,"['LEVEL 5 CAROLINA COURT', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1425', 'Malta']"
C 107889,C 107889,Quality of Experience Technology Limited,1/3/2024,Active,"['CONNECTICLUB BUSINESS CENTRE 63', 'Triq il- Ballut (Zona Industrijali, Mosta)', 'MOSTA', 'MST 4001', 'Malta']"
C 107890,C 107890,Wayfinder Limited,1/3/2024,Active,"['137 GROUND FLOOR LEVEL', 'TRIQ SPINOLA', 'Paceville', 'STJ 3011', 'Malta']"
C 107891,C 107891,Tallitz Limited,1/3/2024,Active,"['98', 'TRIQ IL- KUNGRESS EWKARISTIKU', 'MOSTA', 'MST 9035', 'Malta']"
C 107892,C 107892,ANDREI GRECH HOLDING LTD.,1/3/2024,Active,"['AG INSTALLATIONS', 'TRIQ IC- CAWSLI', 'QORMI', 'QRM 3011', 'Malta']"
C 107893,C 107893,Overseas Healthcare Holdings LTD.,1/3/2024,Active,"['28', 'TRIQ SIR LUIGI CAMILLERI', 'SLIEMA', 'SLM 1848', 'Malta']"
C 107894,C 107894,Aemal Group Ltd.,1/3/2024,Active,"['84 FLAT 2', 'TRIQ IL- LAMPUKI', 'SAN PAWL IL-BAHAR', 'SPB 3065', 'Malta']"
C 107895,C 107895,XBX Business Group Ltd.,1/3/2024,Active,"['SUITE 5 PAOLO COURT 13', ""TRIQ GIUSEPPE CALI'"", 'TA XBIEX', 'XBX 1423', 'Malta']"
C 107896,C 107896,Glenorchy Marine Ltd.,1/3/2024,Active,"['46 ALMANDIN', 'TRIQ SAN MIKIEL', 'ZURRIEQ', 'ZRQ 2104', 'Malta']"
C 107897,C 107897,Italian Building Corporation Holding Limited,1/3/2024,Active,"['22 FLOOR 1 ROOM 1', 'TRIQ LEWIS F. MIZZI', 'IKLIN', 'IKL 1061', 'Malta']"
C 107898,C 107898,Tiravalle LTD.,1/3/2024,Active,"['65/3', ""TRIQ SANT'ORSLA"", 'VALLETTA', 'VLT 1232', 'Malta']"
C 107899,C 107899,TRF Trading Ltd.,1/3/2024,Active,"['ADD MALTA LEVEL 2 HARDROCKS BUSINESS PARK', 'TRIQ BURMARRAD', 'NAXXAR', 'NXR 6345', 'Malta']"
C 107900,C 107900,Godwits Limited,1/3/2024,Active,"['3RD FLOOR SPINOLA PARK', 'TRIQ MIKIELANG BORG', 'SAN GILJAN', 'SPK 1000', 'Malta']"
C 107901,C 107901,Kirmse Ltd.,1/3/2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 107902,C 107902,FORT CONDOMINIUM SERVICES LTD.,1/3/2024,Active,"['GALEA GENERAL SERVICES', 'TRIQ L- IMGARR', 'XEWKIJA, GHAWDEX', 'XWK 9015', 'Malta']"
C 107903,C 107903,UNIVERSAL TRADING SOLUTIONS LTD.,1/3/2024,Active,"['CMS HOUSE THIRD FLOOR', ""It-Telgha ta' San Pietru"", 'SAN GWANN', 'SGN 2310', 'Malta']"
C 107904,C 107904,Insefy Ltd.,4/3/2024,Active,"['CENTRIS BUSINESS GATEWAY LEVEL 4/W TRIQ IS-SALIB TAL-IMRIEHEL ZONE 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3020', 'Malta']"
C 107905,C 107905,DWYASH MANAGEMENT LIMITED,4/3/2024,Active,"['143 DUPLEX I', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1604', 'Malta']"
C 107906,C 107906,2Ron Group Limited,4/3/2024,Active,"[""LEVEL 5 ST. JULIAN'S BUSINESS CENTRE"", 'TRIQ ELIJA ZAMMIT', 'SAN GILJAN', 'STJ 3153', 'Malta']"
C 107907,C 107907,Italian Building Corporation Limited,4/3/2024,Active,"['22 FLOOR 1 ROOM 1', 'TRIQ LEWIS F. MIZZI', 'IKLIN', 'IKL 1061', 'Malta']"
C 107908,C 107908,EOA Ltd.,26-02-2024,Active,"['AQUARIUS COURT FLAT 1', ""TRIQ SANT'UBALDESKA"", 'PAOLA', 'PLA 1408', 'Malta']"
C 107909,C 107909,TG Construction LTD.,13-02-2024,Active,"['IMGARR HEIGHTS BLOCK B 102', 'TRIQ IZ- ZEWWIEQA', 'GHAJNSIELEM, GHAWDEX', 'GSM 1431', 'Malta']"
C 107910,C 107910,Kingswood Marine Limited,5/3/2024,Active,"['THE HUB E302', ""TRIQ SANT'ANDRIJA"", 'SAN GWANN', 'SGN 1612', 'Malta']"
C 107911,C 107911,ZuluTides Limited,5/3/2024,Active,"['SMARTCITY MALTA SCM 02 UNIT 301', 'RICASOLI', 'KALKARA', 'SCM 1001', 'Malta']"
C 107912,C 107912,ZuluWaves Limited,5/3/2024,Active,"['SMARTCITY MALTA SCM 02 UNIT 301', 'RICASOLI', 'KALKARA', 'SCM 1001', 'Malta']"
C 107913,C 107913,Dire Fare Viaggiare Malta Limited,21-02-2024,Active,"['CORNERLINE', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9039', 'Malta']"
C 107914,C 107914,Phagelux AgriHealth (Europe) Limited,5/3/2024,Active,"['TRIDENT PARK NOTABILE GARDENS NO. 2 – LEVEL 3', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 2010', 'Malta']"
C 107915,C 107915,MLS SAINT JAMES LIMITED,5/3/2024,Active,"['SAINT JAMES CAPUA HOSPITAL', 'TRIQ GORG BORG OLIVIER', 'SLIEMA', 'SLM 1807', 'Malta']"
C 107916,C 107916,Nrow Limited,5/3/2024,Active,"['DRAGONARA BUSINESS CENTRE 5TH FLOOR', 'TRIQ ID-DRAGUNARA', 'Paceville', 'STJ 3141', 'Malta']"
C 107917,C 107917,Sightwise Global Limited,5/3/2024,Active,"['AIREDESK BUSINESS HUB 17', 'TRIQ IL- MODD', 'SWIEQI', 'SWQ 2373', 'Malta']"
C 107920,C 107920,SBC Events Malta Ltd.,5/3/2024,Active,"['LEVEL G (OFFICE 1/1145) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 107921,C 107921,QUARANTASSET SCC LTD.,4/3/2024,Active,"['LEVEL 4 THE PENTHOUSE SUITE 2 EWROPA BUSINESS CENTRE', 'TRIQ DUN KARM', 'BIRKIRKARA', 'BKR 9034', 'Malta']"
C 107922,C 107922,MEDI Properties Limited,5/3/2024,Active,"['34 STELLA MARIS', 'Triq Indri Psaila (Zona Industrijali, Tal-Handaq)', 'QORMI', 'QRM 4000', 'Malta']"
C 107923,C 107923,Single Malta Bar Ltd.,22-02-2024,Active,"['171', 'TRIQ L- IFRAN', 'VALLETTA', 'VLT 1455', 'Malta']"
C 107924,C 107924,Aspers Online (Malta) Limited,5/3/2024,Active,"['260', 'TRIQ SAN ALBERT', 'GZIRA', 'GZR 1150', 'Malta']"
C 107925,C 107925,Sterimol Limited,5/3/2024,Active,"['19', 'TRIQ SAN MARK', 'VALLETTA', 'VLT 1362', 'Malta']"
C 107926,C 107926,Frecca Investments Limited,6/3/2024,Active,"['SUITE 3 89 ATL BUSINESS CENTRE', 'TRIQ IL- KANUN', 'SANTA VENERA', 'SVR 9035', 'Malta']"
C 107927,C 107927,Pyvio Europe Holding Limited,6/3/2024,Active,"['LEVEL G (OFFICE 1/1131) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 107930,C 107930,Nfuze Limited,22-02-2024,Active,"['35', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1434', 'Malta']"
C 107931,C 107931,SHADELMAR RECRUITMENT LIMITED,6/3/2024,Active,"['53/55', 'TRIQ IT- TAGHLIM', 'FGURA', 'FGR 2121', 'Malta']"
C 107932,C 107932,Jobify Limited,6/3/2024,Active,"['SUITE 1 CENTRE PLACE 28', 'TRIQ EDGAR BERNARD', 'GZIRA', 'GZR 1702', 'Malta']"
C 107933,C 107933,webwise Limited,6/3/2024,Active,"['GM GARAGE', 'Triq il- Mastrudaxxa', 'MOSTA', 'MST 4000', 'Malta']"
C 107934,C 107934,Dury Gaming Limited,7/3/2024,Active,"['CAPITAL BUSINESS CENTRE ENTRANCE A FLOOR 1', 'TRIQ TAZ- ZWEJT', 'SAN GWANN', 'SGN 3000', 'Malta']"
C 107935,C 107935,The Bet Brothers Limited,7/3/2024,Active,"['FLAT 7 NUMBER 21 BENTIN', 'TRIQ DEMETRIJU FARRUGIA', 'GHARGHUR', 'GHR 1611', 'Malta']"
C 107936,C 107936,GalloXclusive Holding Ltd.,7/3/2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 107937,C 107937,Pezzano Real Estate Limited,7/3/2024,Active,"['22 FLOOR 1 ROOM 1', 'TRIQ LEWIS F. MIZZI', 'IKLIN', 'IKL 1061', 'Malta']"
C 107938,C 107938,Athos Analytics Europe Limited,7/3/2024,Active,"['230 230 WORKS BUSINESS CENTRE', 'TRIQ IL- KUNGRESS EWKARISTIKU', 'MOSTA', 'MST 9039', 'Malta']"
C 107939,C 107939,GalloXclusive Ltd.,7/3/2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 107940,C 107940,Yorick Sliema Limited,7/3/2024,Active,"['113B', 'TRIQ PAOLA', 'TARXIEN', 'TXN 1807', 'Malta']"
C 107941,C 107941,International Birds (Malta) Ltd.,7/3/2024,Active,"['IL PIAZZETTA A SUITE 52 LEVEL 5', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1607', 'Malta']"
C 107942,C 107942,Malta Freedom Birds Ltd.,7/3/2024,Active,"['IL PIAZZETTA A SUITE 52 LEVEL 5', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1607', 'Malta']"
C 107943,C 107943,Chartered Funds Ltd.,7/3/2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 107944,C 107944,Papatya Advisory Ltd.,8/3/2024,Active,"['36 FLAT 3', 'TRIQ L- ABBATE SAVOIA', 'NAXXAR', 'NXR 1141', 'Malta']"
C 107945,C 107945,Sporados Limited,8/3/2024,Active,"['CAPITAL BUSINESS CENTRE ENTRANCE A FLOOR 1', 'TRIQ TAZ- ZWEJT', 'SAN GWANN', 'SGN 3000', 'Malta']"
C 107946,C 107946,Pyvio Europe Limited,8/3/2024,Active,"['LEVEL G (OFFICE 1/1132) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 107947,C 107947,ALTRAMATECH HOLDING LIMITED,8/3/2024,Active,"['IL PIAZZETTA A SUITE 52 LEVEL 5', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1607', 'Malta']"
C 107948,C 107948,Oya Security Ltd.,8/3/2024,Active,"['86 / 88 LEVEL 4', 'TRIQ IL- MITHNA', 'QORMI', 'QRM 3101', 'Malta']"
C 107949,C 107949,Libra Solution LIMITED,8/3/2024,Active,"['230 230 WORKS BUSINESS CENTRE', 'TRIQ IL- KUNGRESS EWKARISTIKU', 'MOSTA', 'MST 9039', 'Malta']"
C 107950,C 107950,Exode Group Limited,8/3/2024,Active,"['VALLEY TOWERS UNIT 12', 'TRIQ IL- WIED', 'BIRKIRKARA', 'BKR 1701', 'Malta']"
C 107951,C 107951,BKEA LTD.,8/3/2024,Active,"['LIA APTS FL 3', 'TRIQ GUZEPP BALZANO', 'RABAT', 'RBT 3140', 'Malta']"
C 107952,C 107952,Hillpeak Ltd.,8/3/2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 107953,C 107953,MAZAL SOLUTION LTD.,7/3/2024,Active,"['APT 10 BLOCK B STEEPLEVIEW MANSIONS', 'TRIQ L- IMRABAT', 'SLIEMA', 'SLM 1381', 'Malta']"
C 107954,C 107954,COLLEGIUM AUDITORES HOLDING LIMITED,8/3/2024,Active,"['FLAT 4 MAY MANSION', 'TRIQ L- ISKAL', 'MARSASKALA', 'MSK 2132', 'Malta']"
C 107955,C 107955,DFT Gigawatt Storage Limited,8/3/2024,Active,"['22 FLOOR 1 ROOM 1', 'TRIQ LEWIS F. MIZZI', 'IKLIN', 'IKL 1061', 'Malta']"
C 107956,C 107956,MNA Group Ltd.,8/3/2024,Active,"['93', 'TRIQ IS- SALVATUR', 'MARSAXLOKK', 'MXK 1481', 'Malta']"
C 107957,C 107957,BARSALI BUSINESS DEVELOPMENT LIMITED,8/3/2024,Active,"['143 DUPLEX I', 'TRIQ IT- TORRI', 'SLIEMA', 'SLM 1604', 'Malta']"
C 107958,C 107958,JANEM LTD.,8/3/2024,Active,"['IZ-ZEBBUGA', 'Wied il-Buzbiez', 'BAHRIJA', 'RBT 4215', 'Malta']"
C 107959,C 107959,Pluto Strategies Limited,8/3/2024,Active,"['LEVEL G (OFFICE 1/1177) QUANTUM HOUSE 75', 'TRIQ L- ABATE RIGORD', 'TA XBIEX', 'XBX 1120', 'Malta']"
C 107960,C 107960,Ipswich Properties Ltd.,8/3/2024,Active,"['55', 'TRIQ IL- QALIET', 'MARSASKALA', 'MSK 3310', 'Malta']"
C 107961,C 107961,Udyam Group Limited,8/3/2024,Active,"['4 BOAT HOUSE', 'TRIQ TAX- XTUT', 'SAN PAWL IL-BAHAR', 'SPB 1010', 'Malta']"
C 107962,C 107962,Centrapack Ltd.,5/3/2024,Active,"['TIME HOUSE', 'TRIQ DUN BARTILMEW ATTARD', 'ZEBBUG', 'ZBG 2711', 'Malta']"
C 107963,C 107963,DRIVELITE LTD.,11/3/2024,Active,"['35', 'TRIQ IL- CRECHE', 'SLIEMA', 'SLM 1942', 'Malta']"
C 107964,C 107964,SMART MOBILITY LTD.,11/3/2024,Active,"['35', 'TRIQ IL- CRECHE', 'SLIEMA', 'SLM 1942', 'Malta']"
C 107965,C 107965,UNIQUE S MARITIME LTD.,7/3/2024,Active,"['25/16 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 107966,C 107966,G4ce Sailing Limited,7/3/2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 107967,C 107967,First Caribbean Imports LTD.,7/3/2024,Active,"['INTERNATIONAL HOUSE', 'Triq l- Imdina', 'BIRKIRKARA', 'BKR 3000', 'Malta']"
C 107968,C 107968,Prometheus Yachting Limited,7/3/2024,Active,"['5/1', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1171', 'Malta']"
C 107969,C 107969,Thermo Fisher Scientific Malta Financing Limited,8/3/2024,Active,"['OFFICE 24 VERDALA BUSINESS CENTRE LEVEL 2 LM COMPLEX BREWERY STREET', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 3040', 'Malta']"
C 107970,C 107970,SD90 Yachting Limited,12/3/2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 107971,C 107971,CAVOLI HOLDINGS LIMITED,29-02-2024,Active,"['Q2 LEVEL 7 QUAD CENTRAL TRIQ L-ESPORTATURI', 'CENTRAL BUSINESS DISTRICT', 'BIRKIRKARA', 'CBD 1040', 'Malta']"
C 107972,C 107972,Swanky Boutique Ltd.,11/3/2024,Active,"['247', 'TRIQ IL- KARMNU', 'BIRKIRKARA', 'BKR 1241', 'Malta']"
C 107973,C 107973,Acropolis Holdings LTD.,12/3/2024,Active,"['1A GRAVEL ROW', 'TRIQ REGGIE MILLER', 'GZIRA', 'GZR 1544', 'Malta']"
C 107974,C 107974,HANOJU GLOBAL HOLDINGS LTD.,11/3/2024,Active,"['64 EXCALIBUR', 'TRIQ B. BONTADINI', 'BIRKIRKARA', 'BKR 1737', 'Malta']"
C 107975,C 107975,Chartered Investments Ltd.,13-03-2024,Active,"['86', 'TRIQ IL- MERKANTI', 'VALLETTA', 'VLT 1177', 'Malta']"
C 107976,C 107976,Whalecorp Limited,13-03-2024,Active,"['260', 'TRIQ SAN ALBERT', 'GZIRA', 'GZR 1150', 'Malta']"
C 107977,C 107977,Vinum Limited,13-03-2024,Active,"['34', 'TRIQ WIED GHOMOR', 'SAN GILJAN', 'STJ 2043', 'Malta']"
C 107978,C 107978,LSI Investments Limited,22-02-2024,Active,"['15', 'TRIQ HAS-SAJJIED', 'ZABBAR', 'ZBR 3649', 'Malta']"
C 107979,C 107979,Crotino Holdings Ltd.,13-03-2024,Active,"['ROOM 4 OFFICE 18 BLOCK 19 VINCENTI BUILDINGS', 'TRIQ ID- DEJQA', 'VALLETTA', 'VLT 1432', 'Malta']"
C 107980,C 107980,Ibuild Ltd.,13-03-2024,Active,"['APARTMENT 2 BOLOGNA COURT', 'TRIQ DUN MICHELE BALZAN', 'ATTARD', 'ATD 2980', 'Malta']"
C 107981,C 107981,ESE Engineering Holding Ltd.,13-03-2024,Active,"['86A', 'TRIQ LELI FALZON', 'NAXXAR', 'NXR 2609', 'Malta']"
C 107982,C 107982,Euro Sourcing Center Ltd.,13-03-2024,Active,"['47 OYIA BUSINESS CENTRE FLOOR 0', 'TRIQ IS- SALIB TAL-MARSA', 'MARSA', 'MRS 1547', 'Malta']"
